obs,page_num,survey_round,date,row,column,resident_transient,location,code,count,cafi_size_mm,family,genus,species,notes,obs_numeric,date_numeric,resident_transient_numeric,location_numeric,code_numeric,count_numeric,family_numeric,genus_numeric,species_numeric,notes_numeric
JC,8.0,1.0,2019-12-09,1,8,transient,sand,brown_surgeon,1,6.0,,,,JC has photo,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,8,transient,sand,SCPS,1,24.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,8,transient,sand,HATR,1,3.0,,,,recorded as pale wrasse,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,8,transient,sand,HATR,1,3.0,,,,recorded as pale wrasse,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,8,transient,sand,HATR,1,5.0,,,,recorded as pale wrasse,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,8,resident,sand,no_stripe_pinkish_goby,1,5.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,transient,sand,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,transient,sand,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,transient,sand,HATR,1,5.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,block,HATR,1,5.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,block,HATR,1,7.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,block,HATR,1,6.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,sand,stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,sand,stripe_goby,1,5.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,STNI,1,2.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,STNI,1,3.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,STNI,1,4.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,CHCI,1,5.0,,,,,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,"no sizes indicated, split between 1-4",,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,1.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,2.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,3.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,3.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,3.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAAR,1,4.0,,,,no sizes indicated,,,,,,1.0,,,,
JC,8.0,1.0,2019-12-09,1,6,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,1,transient,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,1,resident,sand,no_stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,2,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,block,HATR,1,6.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,PAAR,1,6.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAAR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,4,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,block,HATR,1,5.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,block,HATR,1,7.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,5,resident,block,no_stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,block,HATR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,block,HATR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,block,HATR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,block,HATR,1,6.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,6,resident,sand,no_stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,HATR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,HATR,1,7.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,block,HATR,1,6.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,no size data,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,3.0,,,,no size data,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,4.0,,,,no size data,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,4.0,,,,no size data,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAAR,1,4.0,,,,no size data,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,CHCI,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,sand,no_stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,7,resident,coral,STNI,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,block,SCSO,1,1.0,,,,recorded as juvi_parrot,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,block,SCSO,1,2.0,,,,recorded as juvi_parrot,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,block,SCSO,1,1.0,,,,recorded as juvi_parrot,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,block,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,block,HATR,1,6.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,DAFL,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,8,resident,coral,PALA,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,9,resident,sand,stripe_goby,1,3.0,,,,"recorded as goby big black eyes, strip through eye",,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,sand,stripe_goby,1,5.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAAR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAFL,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,DAFL,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,HATR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,HATR,1,4.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,HATR,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,STNI,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,resident,coral,STNI,1,3.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,10,transient,sand,HATR,1,10.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,1.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
JC,7.0,1.0,2019-12-09,3,11,resident,coral,CHVI,1,2.0,,,,,,,,,,1.0,,,,
